frame_name;position;guessed_gender;actor;gender;top;right;bottom;left
PitchPerfect-61747.jpeg;[ 45.90131  -17.51331  103.82538   58.206104];F;Anna_Kendrick;F;560;3540;1460;2650
PitchPerfect-61747.jpeg;[265.8442    41.633766 339.61017  146.13422 ];F;Anna_Kendrick;F;560;3540;1460;2650
PitchPerfect-66544.jpeg;[251.23212   64.504906 320.09335  159.37476 ];F;Anna_Kendrick;F;800;3280;1550;2540
PitchPerfect-66544.jpeg;[458.94058  78.79001 527.777   170.0484 ];F;Anna_Kendrick;F;800;3280;1550;2540
PitchPerfect-66544.jpeg;[ 73.76043   24.519012 144.60277  137.28821 ];F;Anna_Kendrick;F;800;3280;1550;2540
PitchPerfect-66544.jpeg;[554.7509   -14.534359 609.85767   60.38538 ];F;Anna_Kendrick;F;800;3280;1550;2540
PitchPerfect-66544.jpeg;[560.0932   91.57737 605.13617 164.95131];F;Anna_Kendrick;F;800;3280;1550;2540
PitchPerfect-70835.jpeg;[193.94753  93.81873 260.5381  173.93315];F;Anna_Kendrick;F;1060;5140;1960;4240
PitchPerfect-70835.jpeg;[ 53.451374  16.155643 105.28844   92.53312 ];F;Anna_Kendrick;F;1060;5140;1960;4240
PitchPerfect-70835.jpeg;[432.37698  80.00492 523.7657  204.37999];F;Anna_Kendrick;F;1060;5140;1960;4240
PitchPerfect-70835.jpeg;[356.80838   63.348866 397.84946  115.57006 ];F;Anna_Kendrick;F;1060;5140;1960;4240
PitchPerfect-70835.jpeg;[555.9002    92.864235 596.3761   146.84778 ];M;Anna_Kendrick;F;1060;5140;1960;4240
PitchPerfect-7235.jpeg;[206.70587   39.563522 344.0992   224.52344 ];F;Rebel_Wilson;F;820;3540;2110;2250
PitchPerfect-7235.jpeg;[-39.53157   71.83489   59.377304 202.75319 ];F;Rebel_Wilson;F;820;3540;2110;2250
PitchPerfect-80679.jpeg;[169.96153   46.126606 235.81943  138.17276 ];F;Anna_Kendrick;F;630;2450;1380;1710
PitchPerfect-80843.jpeg;[180.07051   44.092926 248.70901  136.83    ];F;Anna_Kendrick;F;630;2540;1380;1790
PitchPerfect-81087.jpeg;[180.16544   43.261196 248.65942  136.24306 ];F;Anna_Kendrick;F;630;2540;1380;1790
PitchPerfect-81236.jpeg;[174.28241   40.578285 247.84427  140.16469 ];F;Anna_Kendrick;F;630;2540;1380;1790
PitchPerfect-81506.jpeg;[170.82603   43.478245 243.0484   142.46774 ];F;Anna_Kendrick;F;630;2450;1380;1710
PitchPerfect-81658.jpeg;[185.75249   41.559834 253.53522  134.12035 ];F;Anna_Kendrick;F;550;2620;1300;1870
PitchPerfect-84813.jpeg;[170.47618   51.181877 311.4834   224.25403 ];F;Anna_Kendrick;F;810;3220;2360;1670
PitchPerfect-85081.jpeg;[184.96254  49.78882 320.2517  235.40868];F;Anna_Kendrick;F;810;3390;2360;1840
PitchPerfect-85297.jpeg;[169.7638   50.88095 308.1951  237.38477];F;Anna_Kendrick;F;810;3220;2360;1670
PitchPerfect-85549.jpeg;[372.2961    47.766434 421.79962  102.56016 ];F;Rebel_Wilson;F;490;4230;1010;3710
PitchPerfect-85681.jpeg;[288.99448   36.180645 455.66925  264.8682  ];F;Rebel_Wilson;F;770;4480;2630;2620
PitchPerfect-86496.jpeg;[197.67932  71.13511 328.40088 250.65678];F;Anna_Kendrick;F;980;3560;2530;2010
PitchPerfect-86650.jpeg;[177.76619   70.792114 306.51205  242.2509  ];F;Anna_Kendrick;F;980;3220;2530;1670
PitchPerfect-87687.jpeg;[366.99362  72.15065 433.44815 161.88046];F;Anna_Kendrick;F;940;4250;1560;3630
PitchPerfect-91684.jpeg;[401.7989    30.762884 475.92764  123.30765 ];F;Rebel_Wilson;F;470;4690;1210;3950
PitchPerfect-91684.jpeg;[ 38.414627 203.40808  125.63161  350.60284 ];F;Rebel_Wilson;F;470;4690;1210;3950
Playdate-103236.jpeg;[222.04027  54.19493 270.6285  118.10719];M;Alan_Ritchson;M;670;2790;1180;2270
Playdate-103236.jpeg;[459.92172 179.10011 507.49762 235.14372];M;Alan_Ritchson;M;670;2790;1180;2270
Playdate-103995.jpeg;[409.613     53.386635 507.08716  190.78534 ];M;Alan_Ritchson;M;800;5090;1870;4020
Playdate-104439.jpeg;[432.8112    35.66118  493.37808  119.238976];M;Alan_Ritchson;M;530;4940;1150;4320
Playdate-104439.jpeg;[189.10056 111.38696 249.46153 186.47879];M;Alan_Ritchson;M;530;4940;1150;4320
Playdate-104500.jpeg;[167.31534 114.12282 241.23096 208.48938];M;Alan_Ritchson;M;260;5730;1160;4840
Playdate-104500.jpeg;[482.89258   9.5012  567.29047 121.11246];M;Alan_Ritchson;M;260;5730;1160;4840
Playdate-106629.jpeg;[479.03586   31.243116 538.942    109.99814 ];M;Alan_Ritchson;M;390;5360;1010;4740
Playdate-106629.jpeg;[141.97089   91.508675 206.02618  174.8205  ];M;Alan_Ritchson;M;390;5360;1010;4740
Playdate-106743.jpeg;[426.0617   59.79314 467.16254 115.58989];M;Alan_Ritchson;M;650;4670;1080;4240
Playdate-106743.jpeg;[199.09077 112.13461 241.33748 161.80214];M;Alan_Ritchson;M;650;4670;1080;4240
Playdate-107623.jpeg;[454.93198  90.23529 504.19968 150.31082];M;Alan_Ritchson;M;380;2960;900;2450
Playdate-107623.jpeg;[242.84824   30.206896 291.15414   92.5882  ];M;Alan_Ritchson;M;380;2960;900;2450
Playdate-108673.jpeg;[488.05557 103.47648 541.6105  172.46687];M;Alan_Ritchson;M;440;2850;950;2330
Playdate-108673.jpeg;[233.9084    32.6882   283.98544   97.044846];M;Alan_Ritchson;M;440;2850;950;2330
Playdate-109813.jpeg;[427.69962  65.61538 462.59482 109.83017];M;Alan_Tudyk;M;700;4610;1060;4250
Playdate-109813.jpeg;[235.58727 110.09923 256.74066 136.77141];M;Alan_Tudyk;M;700;4610;1060;4250
Playdate-109813.jpeg;[ 31.638933  99.60299   53.973286 124.95175 ];M;Alan_Tudyk;M;700;4610;1060;4250
Playdate-109813.jpeg;[376.89407  100.209694 398.47485  126.934586];M;Alan_Tudyk;M;700;4610;1060;4250
Playdate-110476.jpeg;[236.89565  36.59756 340.76614 181.85999];M;Alan_Ritchson;M;680;3540;1750;2470
Playdate-110683.jpeg;[211.49014  41.85338 309.388   182.2847 ];M;Alan_Ritchson;M;680;3300;1750;2230
Playdate-110866.jpeg;[273.23993   28.077553 402.45157  210.1002  ];M;Alan_Ritchson;M;670;4110;1960;2820
Playdate-111111.jpeg;[253.0785    44.828354 366.60928  205.31429 ];M;Alan_Ritchson;M;820;3820;2110;2530
Playdate-11190.jpeg;[273.92758  35.62222 362.34183 156.38884];M;Kevin_James;M;560;3780;1630;2700
Playdate-112386.jpeg;[246.44208  61.28336 353.56125 211.45767];M;Alan_Ritchson;M;920;3660;1990;2590
Playdate-112636.jpeg;[240.4946    38.149338 358.30945  204.63612 ];M;Alan_Ritchson;M;670;3680;1960;2390
Playdate-112825.jpeg;[278.69922  38.7671  385.68817 192.56174];M;Alan_Ritchson;M;680;4020;1750;2940
Playdate-112944.jpeg;[264.36984  33.72875 377.18735 190.58763];M;Alan_Ritchson;M;530;3820;1820;2530
Playdate-113219.jpeg;[260.1841    38.465588 370.03455  195.57153 ];M;Alan_Ritchson;M;680;3780;1750;2700
Playdate-113343.jpeg;[278.62573   41.885952 389.9978   200.64082 ];M;Alan_Ritchson;M;670;4110;1960;2820
Playdate-113652.jpeg;[263.6324    41.411823 372.0383   196.38235 ];M;Alan_Ritchson;M;670;3820;1960;2530
Playdate-113719.jpeg;[268.46246   54.234367 379.401    210.99547 ];M;Alan_Ritchson;M;820;3970;2110;2680
Playdate-114321.jpeg;[357.18076 115.10863 448.937   239.49222];M;Alan_Ritchson;M;1280;4620;2350;3540
Playdate-114321.jpeg;[ 83.037155  23.036947 197.59146  167.20563 ];M;Alan_Ritchson;M;1280;4620;2350;3540
Playdate-114668.jpeg;[253.13525  61.71736 330.329   158.70534];M;Alan_Ritchson;M;660;3250;1560;2350
Playdate-114668.jpeg;[610.3208 195.611  669.6592 306.4227];M;Alan_Ritchson;M;660;3250;1560;2350
Playdate-114975.jpeg;[490.71375   45.821583 541.64374  114.04377 ];M;Alan_Ritchson;M;460;5360;1080;4740
Playdate-114975.jpeg;[220.1857  176.18254 244.46315 206.08498];M;Alan_Ritchson;M;460;5360;1080;4740
Playdate-115784.jpeg;[299.87457   59.2483   340.81705  108.718506];M;Alan_Ritchson;M;600;3380;1030;2950
Playdate-115784.jpeg;[261.94452 154.44939 292.14233 195.8955 ];M;Alan_Ritchson;M;600;3380;1030;2950
Playdate-115883.jpeg;[238.15726   56.614223 288.63138  123.36276 ];M;Alan_Ritchson;M;670;2910;1180;2390
Playdate-115883.jpeg;[193.08951 180.6086  229.23238 229.10847];M;Alan_Ritchson;M;670;2910;1180;2390
Playdate-116157.jpeg;[280.8756   55.71544 355.35516 154.53076];M;Alan_Ritchson;M;720;3530;1460;2780
Playdate-116157.jpeg;[175.7725  216.73929 224.87944 284.48224];M;Alan_Ritchson;M;720;3530;1460;2780
Playdate-116800.jpeg;[393.40594 107.82545 484.84366 233.4635 ];M;Alan_Ritchson;M;1160;4850;2230;3780
Playdate-119724.jpeg;[239.91257  60.67002 388.3332  266.33102];M;Alan_Ritchson;M;980;4080;2530;2530
Playdate-119996.jpeg;[419.73657 183.34608 450.74057 228.03188];M;Alan_Tudyk;M;360;2850;1260;1950
Playdate-119996.jpeg;[191.6489    30.048517 272.08765  134.8541  ];M;Alan_Tudyk;M;360;2850;1260;1950
Playdate-119996.jpeg;[577.07465 133.60837 609.4355  179.59044];F;Alan_Tudyk;M;360;2850;1260;1950
Playdate-121451.jpeg;[430.81735  48.70784 500.37802 133.72781];M;Kevin_James;M;470;5110;1210;4360
Playdate-121780.jpeg;[240.70248  22.97648 404.44052 243.13503];M;Alan_Ritchson;M;570;4280;2420;2420
Playdate-12246.jpeg;[252.7737    47.068924 361.70334  204.82443 ];M;Kevin_James;M;820;3680;2110;2390
Playdate-12246.jpeg;[524.3931  119.12986 631.46265 301.41052];F;Kevin_James;M;820;3680;2110;2390
Playdate-12359.jpeg;[424.66962   65.009384 524.07526  201.01689 ];F;Sarah_Chalke;F;920;5330;1990;4260
Playdate-12359.jpeg;[ 88.64643  63.60613 200.81856 284.22266];F;Sarah_Chalke;F;920;5330;1990;4260
Playdate-124093.jpeg;[444.7331  209.63112 499.3214  282.79913];F;Alan_Ritchson;M;940;3630;1560;3010
Playdate-124093.jpeg;[302.4786    80.449326 362.4985   162.45387 ];M;Alan_Ritchson;M;940;3630;1560;3010
Playdate-124150.jpeg;[272.2254    22.678381 349.3106   127.901535];M;Kevin_James;M;360;3540;1260;2650
Playdate-124400.jpeg;[489.50555 221.15317 541.168   292.4652 ];F;Alan_Ritchson;M;880;3530;1630;2780
Playdate-124400.jpeg;[282.9254    73.737076 343.71817  163.49008 ];M;Alan_Ritchson;M;880;3530;1630;2780
Playdate-124534.jpeg;[484.94226 221.80449 537.5635  293.49753];F;Alan_Ritchson;M;940;3350;1560;2730
Playdate-124534.jpeg;[272.16745  76.4532  333.42172 166.25352];M;Alan_Ritchson;M;940;3350;1560;2730
Playdate-15537.jpeg;[353.52435   60.786667 395.97208  122.55455 ];F;Isla_Fisher;F;670;3940;1180;3430
Playdate-16165.jpeg;[412.87985   38.466923 505.829    160.558   ];F;Isla_Fisher;F;560;5090;1630;4020
Playdate-16295.jpeg;[447.11392  42.88773 532.0818  158.16705];F;Isla_Fisher;F;660;5240;1560;4340
Playdate-16451.jpeg;[433.823    42.23711 516.93243 156.436  ];F;Isla_Fisher;F;660;5140;1560;4240
Playdate-16857.jpeg;[403.2132    62.593025 489.57175  185.07085 ];F;Isla_Fisher;F;680;4850;1750;3780
Playdate-17055.jpeg;[385.14334  39.91413 477.58444 159.42317];F;Isla_Fisher;F;660;4740;1560;3840
Playdate-17547.jpeg;[195.88994   62.840675 294.4401   197.88354 ];M;Kevin_James;M;670;3110;1960;1820
Playdate-18144.jpeg;[283.02124  91.71261 306.5627  122.17988];F;Isla_Fisher;F;1460;4610;1820;4250
Playdate-18144.jpeg;[435.36633 142.37105 465.67468 183.8331 ];F;Isla_Fisher;F;1460;4610;1820;4250
Playdate-18144.jpeg;[459.89233  68.99084 487.19168 107.59234];F;Isla_Fisher;F;1460;4610;1820;4250
Playdate-18144.jpeg;[372.0675  133.15062 397.49722 162.5641 ];F;Isla_Fisher;F;1460;4610;1820;4250
Playdate-18144.jpeg;[139.35634   47.823982 185.72812  121.23091 ];M;Isla_Fisher;F;1460;4610;1820;4250
Playdate-20922.jpeg;[210.16628 116.2336  291.4731  213.63383];M;Alan_Ritchson;M;260;5630;1160;4740
Playdate-20922.jpeg;[466.72836     4.0639286 555.9103    122.88046  ];M;Alan_Ritchson;M;260;5630;1160;4740
Playdate-20985.jpeg;[422.67706  44.26218 494.63672 131.10335];M;Alan_Ritchson;M;550;4940;1300;4190
Playdate-20985.jpeg;[200.05032  121.254715 266.73856  206.92882 ];M;Alan_Ritchson;M;550;4940;1300;4190
Playdate-21325.jpeg;[406.3927    13.511467 524.1928   179.45322 ];M;Alan_Ritchson;M;390;5110;1680;3820
Playdate-21325.jpeg;[141.88597 148.51108 209.68149 287.73834];M;Alan_Ritchson;M;390;5110;1680;3820
Playdate-21696.jpeg;[377.99347    15.0932665 486.3265    170.36584  ];M;Alan_Ritchson;M;390;4830;1680;3540
Playdate-21696.jpeg;[104.43167  93.95001 174.2942  229.08638];M;Alan_Ritchson;M;390;4830;1680;3540
Playdate-22401.jpeg;[197.07156 119.69903 264.53952 201.3432 ];M;Alan_Ritchson;M;470;5020;1210;4280
Playdate-22401.jpeg;[435.6156   39.10834 499.71075 125.66037];M;Alan_Ritchson;M;470;5020;1210;4280
Playdate-22589.jpeg;[400.67047   44.928635 468.49768  133.58809 ];M;Alan_Ritchson;M;550;4780;1300;4030
Playdate-22589.jpeg;[192.73312 115.51652 260.26346 199.16606];M;Alan_Ritchson;M;550;4780;1300;4030
Playdate-25250.jpeg;[321.18307   65.252396 432.93054  209.29428 ];M;Alan_Ritchson;M;820;4400;2110;3110
Playdate-25250.jpeg;[588.2438    57.444515 637.2728   116.03988 ];M;Alan_Ritchson;M;820;4400;2110;3110
Playdate-25443.jpeg;[611.73584 102.94833 663.6543  169.3236 ];M;Alan_Ritchson;M;960;3680;2250;2390
Playdate-25443.jpeg;[249.39323   66.095535 373.79663  239.67696 ];M;Alan_Ritchson;M;960;3680;2250;2390
Playdate-26784.jpeg;[325.5771    34.693665 469.5113   240.05418 ];M;Alan_Ritchson;M;360;5100;2220;3240
Playdate-28983.jpeg;[436.88513   47.614517 529.38763  166.56378 ];M;Alan_Ritchson;M;760;5240;1660;4340
Playdate-28983.jpeg;[283.36697 141.63835 390.4981  277.92642];M;Alan_Ritchson;M;760;5240;1660;4340
Playdate-29122.jpeg;[333.7098    63.714176 432.13397  201.35603 ];M;Alan_Ritchson;M;920;4380;1990;3300
Playdate-30507.jpeg;[476.99197  48.22319 562.4642  160.44234];M;Alan_Ritchson;M;660;5630;1560;4740
Playdate-31313.jpeg;[359.37427   51.043217 476.03647  203.64294 ];M;Alan_Ritchson;M;670;4680;1960;3390
Playdate-31313.jpeg;[276.32523   21.308859 317.05838   70.72802 ];M;Alan_Ritchson;M;670;4680;1960;3390
Playdate-31447.jpeg;[320.5202   71.85311 450.6606  254.09843];M;Alan_Ritchson;M;1100;4250;2390;2960
Playdate-31591.jpeg;[305.50613  50.95089 440.66956 232.09013];M;Alan_Ritchson;M;810;4420;2360;2870
Playdate-35944.jpeg;[540.968     95.345314 637.6025   210.812   ];M;Kevin_James;M;560;2590;1630;1510
Playdate-35944.jpeg;[135.95801   38.501587 240.06657  167.84937 ];M;Kevin_James;M;560;2590;1630;1510
Playdate-35944.jpeg;[680.07477  97.74212 712.38086 136.74687];M;Kevin_James;M;560;2590;1630;1510
Playdate-36142.jpeg;[525.2203   85.46467 623.702   212.79843];F;Kevin_James;M;530;2680;1820;1390
Playdate-36142.jpeg;[138.16515  44.97898 246.8263  182.7948 ];M;Kevin_James;M;530;2680;1820;1390
Playdate-36291.jpeg;[502.14597  119.852325 588.9162   230.70348 ];F;Kevin_James;M;530;2390;1820;1100
Playdate-36291.jpeg;[118.46238  39.16429 224.18884 172.31918];M;Kevin_James;M;530;2390;1820;1100
Playdate-36371.jpeg;[239.53249  67.52335 378.45184 247.72958];M;Kevin_James;M;810;3900;2360;2360
Playdate-38126.jpeg;[116.296814  42.8827   248.36082  216.90717 ];M;Alan_Ritchson;M;640;2700;2190;1150
Playdate-38187.jpeg;[500.92416 105.02463 585.4943  207.37852];M;Alan_Ritchson;M;260;2050;1160;1160
Playdate-38187.jpeg;[104.27627   12.887336 187.88818  128.17809 ];M;Alan_Ritchson;M;260;2050;1160;1160
Playdate-42993.jpeg;[436.04678   51.522858 582.1397   242.45483 ];M;Alan_Ritchson;M;570;5930;2420;4070
Playdate-42993.jpeg;[254.09804 176.88788 356.07922 307.98187];M;Alan_Ritchson;M;570;5930;2420;4070
Playdate-43775.jpeg;[327.35846   14.951208 515.60284  257.08755 ];M;Alan_Ritchson;M;360;5100;2220;3240
Playdate-43832.jpeg;[294.5889     5.731035 510.0782   297.58884 ];M;Alan_Ritchson;M;430;5130;2660;2910
Playdate-48801.jpeg;[425.7793   69.04161 526.2514  207.31926];M;Alan_Ritchson;M;920;5210;1990;4140
Playdate-49150.jpeg;[497.01913    -1.3097763 646.7308    206.1206   ];M;Alan_Ritchson;M;470;6310;2020;4760
Playdate-49150.jpeg;[160.15889  68.77286 263.69574 204.64154];M;Alan_Ritchson;M;470;6310;2020;4760
Playdate-50364.jpeg;[232.36784   15.763347 344.88797  179.29164 ];M;Alan_Ritchson;M;390;3680;1680;2390
Playdate-50463.jpeg;[364.972     53.320126 508.24414  266.89856 ];M;Alan_Ritchson;M;770;5310;2630;3450
Playdate-52544.jpeg;[192.90715   51.443806 299.98138  196.2985  ];M;Alan_Ritchson;M;670;3250;1960;1960
Playdate-52544.jpeg;[540.3978    84.250336 611.7993   243.10916 ];M;Alan_Ritchson;M;670;3250;1960;1960
Playdate-54010.jpeg;[201.635     54.362427 309.23526  194.26729 ];M;Alan_Ritchson;M;670;3250;1960;1960
Playdate-55984.jpeg;[248.0866   29.31759 421.85754 276.5895 ];M;Alan_Ritchson;M;430;4640;2660;2410
Playdate-58412.jpeg;[206.03824   58.566757 311.7027   199.30176 ];M;Alan_Ritchson;M;800;3180;1870;2110
Playdate-58412.jpeg;[542.71625 111.82249 611.07043 244.30016];M;Alan_Ritchson;M;800;3180;1870;2110
Playdate-58809.jpeg;[244.18517   31.322348 400.5467   249.30756 ];M;Alan_Ritchson;M;810;4080;2360;2530
Playdate-59101.jpeg;[220.37306   49.650974 372.73746  254.2939  ];M;Alan_Ritchson;M;570;4070;2420;2210
Playdate-62286.jpeg;[453.7058  -37.6142  660.2568  246.32306];M;Alan_Ritchson;M;0;6370;2170;4140
Playdate-62286.jpeg;[255.94237   44.214436 403.594    215.74347 ];M;Alan_Ritchson;M;0;6370;2170;4140
Playdate-62731.jpeg;[332.5253    22.553902 468.55545  204.6672  ];M;Alan_Ritchson;M;670;4680;1960;3390
Playdate-62731.jpeg;[102.21241    5.055084 307.15735  258.52277 ];M;Alan_Ritchson;M;670;4680;1960;3390
Playdate-63337.jpeg;[149.9162    14.127422 347.98538  296.07028 ];M;Alan_Ritchson;M;430;3900;2660;1670
Playdate-63514.jpeg;[151.45041   24.239239 348.8078   308.00467 ];M;Alan_Ritchson;M;680;3900;2910;1670
Playdate-64852.jpeg;[410.38638   15.873579 609.2404   266.69385 ];M;Kevin_James;M;0;6170;2600;3490
Playdate-65352.jpeg;[317.20862   26.945265 519.71124  287.21582 ];M;Kevin_James;M;430;5130;2660;2910
Playdate-65527.jpeg;[162.6518    20.533712 362.80377  299.96967 ];M;Alan_Ritchson;M;430;3900;2660;1670
Playdate-67551.jpeg;[327.93167   31.256489 463.40915  226.71692 ];M;Alan_Ritchson;M;640;4590;2190;3040
Playdate-67650.jpeg;[314.59738   45.134033 439.41504  217.92725 ];M;Alan_Ritchson;M;820;4250;2110;2960
Playdate-68298.jpeg;[247.19733  47.54088 362.4489  202.64214];M;Alan_Ritchson;M;800;3780;1870;2700
Playdate-69346.jpeg;[270.4811    33.702133 392.10342  200.27225 ];M;Alan_Ritchson;M;530;3970;1820;2680
Playdate-69346.jpeg;[508.81998  81.96804 609.22327 305.9647 ];M;Alan_Ritchson;M;530;3970;1820;2680
Playdate-69662.jpeg;[234.23282   51.527733 353.49704  213.11134 ];M;Alan_Ritchson;M;670;3680;1960;2390
Playdate-69662.jpeg;[499.94092  66.94512 598.6614  300.18906];M;Alan_Ritchson;M;670;3680;1960;2390
Playdate-70629.jpeg;[262.10556   31.185318 397.40308  218.5835  ];M;Kevin_James;M;470;3900;2020;2360
Playdate-70629.jpeg;[491.00043  -30.408087 666.80963  226.61417 ];M;Kevin_James;M;470;3900;2020;2360
Playdate-70705.jpeg;[286.05496   37.477173 416.2237   219.93163 ];M;Kevin_James;M;470;4080;2020;2530
Playdate-70705.jpeg;[512.67426  -18.120747 680.69366  234.05135 ];M;Kevin_James;M;470;4080;2020;2530
Playdate-72325.jpeg;[150.66156   10.541742 349.81506  280.908   ];M;Alan_Ritchson;M;430;3900;2660;1670
Playdate-76029.jpeg;[ 82.06951  42.64243 242.72037 238.50641];M;Alan_Ritchson;M;640;2360;2190;810
Playdate-77237.jpeg;[177.95682   51.731407 323.23322  248.90298 ];M;Alan_Ritchson;M;570;3660;2420;1800
Playdate-77643.jpeg;[192.00919   45.175213 336.60684  248.02779 ];M;Alan_Ritchson;M;640;3560;2190;2010
Playdate-78313.jpeg;[518.6065  134.68336 574.659   193.52316];M;Kevin_James;M;1350;5770;1980;5150
Playdate-79279.jpeg;[516.02795   26.539145 597.95337  133.05217 ];M;Alan_Ritchson;M;360;6030;1260;5140
Playdate-79279.jpeg;[ 59.300526 180.81693   80.265274 207.14236 ];M;Alan_Ritchson;M;360;6030;1260;5140
Playdate-79279.jpeg;[122.06631 184.88908 142.19386 206.29955];M;Alan_Ritchson;M;360;6030;1260;5140
Playdate-79279.jpeg;[317.41306 112.49906 340.07788 139.25047];M;Alan_Ritchson;M;360;6030;1260;5140
Playdate-81594.jpeg;[339.92102   60.337467 417.31546  168.5288  ];M;Alan_Ritchson;M;760;4240;1660;3350
Playdate-82568.jpeg;[430.0868    42.714634 526.3623   173.82304 ];M;Alan_Ritchson;M;680;5330;1750;4260
Playdate-83087.jpeg;[445.9837    37.403408 539.8204   166.73383 ];M;Alan_Ritchson;M;560;5450;1630;4380
Playdate-83462.jpeg;[426.92548   31.438473 519.0786   160.28148 ];M;Alan_Ritchson;M;560;5210;1630;4140
Playdate-83722.jpeg;[422.01144   31.316563 501.10797  132.90366 ];M;Alan_Ritchson;M;360;5040;1260;4140
Playdate-84005.jpeg;[410.7961   22.15348 504.83713 133.11438];M;Alan_Ritchson;M;460;5040;1360;4140
Playdate-84005.jpeg;[167.39265 106.58003 263.24884 232.53923];M;Alan_Ritchson;M;460;5040;1360;4140
Playdate-85347.jpeg;[106.65116   23.905142 247.9032   208.37659 ];M;Alan_Ritchson;M;670;2530;1960;1240
Playdate-85699.jpeg;[109.933716  37.995556 242.34843  221.24648 ];M;Alan_Ritchson;M;670;2530;1960;1240
Playdate-85982.jpeg;[177.94943   21.717215 249.80537  121.42267 ];M;Alan_Ritchson;M;380;2540;1130;1790
Playdate-85982.jpeg;[503.48193 163.80542 553.7082  274.84396];M;Alan_Ritchson;M;380;2540;1130;1790
Playdate-88050.jpeg;[533.05646   55.662975 614.60583  166.55975 ];M;Alan_Ritchson;M;660;6130;1560;5240
Playdate-88050.jpeg;[ 54.778442  70.060585 140.66872  174.42116 ];M;Alan_Ritchson;M;660;6130;1560;5240
Playdate-88050.jpeg;[222.3984  122.89495 270.05997 200.37915];M;Alan_Ritchson;M;660;6130;1560;5240
Playdate-88050.jpeg;[453.0757  123.60932 497.09433 198.41226];M;Alan_Ritchson;M;660;6130;1560;5240
Playdate-88199.jpeg;[372.00626  43.76614 514.5472  239.85873];M;Alan_Ritchson;M;810;5280;2360;3730
Playdate-88321.jpeg;[501.27887 -85.80969 747.1512  253.82306];F;Kevin_James;M;190;4140;2420;1910
Playdate-88321.jpeg;[233.69073  25.93012 408.52744 246.43265];M;Kevin_James;M;190;4140;2420;1910
Playdate-88791.jpeg;[272.15015  20.08215 445.85367 238.10661];M;Kevin_James;M;360;4280;2220;2420
Playdate-88791.jpeg;[539.9074   -65.877785 761.93994  257.3061  ];F;Kevin_James;M;360;4280;2220;2420
Playdate-88947.jpeg;[235.73      28.737873 436.1172   274.29776 ];M;Kevin_James;M;430;4390;2660;2160
Playdate-89171.jpeg;[318.2648   25.19093 521.19586 287.51538];M;Kevin_James;M;430;5130;2660;2910
Playdate-91098.jpeg;[219.10129   39.707714 358.42157  225.92584 ];M;Alan_Ritchson;M;640;3730;2190;2180
Playdate-92283.jpeg;[198.09001   62.290894 271.00674  163.214   ];M;Alan_Ritchson;M;800;2780;1550;2040
Playdate-92283.jpeg;[421.73474 131.5979  470.17386 188.22565];M;Alan_Ritchson;M;800;2780;1550;2040
Playdate-92673.jpeg;[492.5374  124.76145 552.93146 196.06795];M;Alan_Ritchson;M;760;3540;1660;2650
Playdate-92673.jpeg;[263.58795   46.816666 349.87347  166.62094 ];M;Alan_Ritchson;M;760;3540;1660;2650
Playdate-93822.jpeg;[246.55246   26.685001 427.9478   268.7925  ];M;Alan_Ritchson;M;770;4480;2630;2620
Playdate-94009.jpeg;[305.18912   37.362938 473.77838  276.55533 ];M;Alan_Ritchson;M;770;4890;2630;3040
Playdate-95397.jpeg;[182.8391    60.563232 304.4658   224.02232 ];M;Alan_Ritchson;M;820;3110;2110;1820
Playdate-95474.jpeg;[197.28064   34.719105 353.3163   229.34273 ];M;Alan_Ritchson;M;640;3560;2190;2010
Playdate-99407.jpeg;[288.39056  84.63948 418.51434 259.31216];M;Alan_Ritchson;M;980;4250;2530;2700
Playdate-99407.jpeg;[161.07925 143.06386 246.36118 253.81609];F;Alan_Ritchson;M;980;4250;2530;2700
PromisingYoungWoman-103001.jpeg;[356.42908 192.62349 417.09064 269.56244];M;Bo_Burnham;M;2050;4250;2670;3630
PromisingYoungWoman-103001.jpeg;[882.0011  207.71014 941.90735 296.44644];M;Bo_Burnham;M;2050;4250;2670;3630
PromisingYoungWoman-103001.jpeg;[1083.8484    74.20166 1133.578    144.77695];F;Bo_Burnham;M;2050;4250;2670;3630
PromisingYoungWoman-103001.jpeg;[223.59682 207.8868  273.69598 289.69104];F;Bo_Burnham;M;2050;4250;2670;3630
PromisingYoungWoman-103251.jpeg;[273.2588  189.42642 393.11957 348.27994];F;Bo_Burnham;M;2190;10780;3740;9240
PromisingYoungWoman-103251.jpeg;[ 927.5041   172.05736 1077.9296   365.2724 ];M;Bo_Burnham;M;2190;10780;3740;9240
PromisingYoungWoman-103751.jpeg;[269.07315 201.12863 387.10773 349.19446];F;Bo_Burnham;M;1160;9410;2700;7860
PromisingYoungWoman-103751.jpeg;[807.9128    94.555595 948.43506  287.46518 ];M;Bo_Burnham;M;1160;9410;2700;7860
PromisingYoungWoman-104251.jpeg;[ 886.86884   109.022285 1024.0658    289.76624 ];M;Bo_Burnham;M;1330;10100;2880;8550
PromisingYoungWoman-104251.jpeg;[324.8641  192.57259 428.4411  336.15555];F;Bo_Burnham;M;1330;10100;2880;8550
PromisingYoungWoman-105251.jpeg;[781.9856   105.026764 934.87616  287.43915 ];M;Bo_Burnham;M;1160;9240;2700;7690
