frame_name;position;guessed_gender;actor;gender;top;right;bottom;left;position_list;pos0
FrancesHa-36712.jpeg;[446.52658   89.236465 517.67773  189.00912 ];F;Michael_Zegen;M;880;1870;1630;1130;[446.52658, 89.236465, 517.67773, 189.00912];446.52658
FrancesHa-36775.jpeg;[445.6832   67.36308 516.25165 162.72946];F;Michael_Zegen;M;940;1760;1560;1140;[445.6832, 67.36308, 516.25165, 162.72946];445.6832
FrancesHa-37636.jpeg;[306.19797   35.844173 362.44238  114.32605 ];M;Michael_Zegen;M;460;3630;1080;3010;[306.19797, 35.844173, 362.44238, 114.32605];306.19797
FrancesHa-37876.jpeg;[313.9112   52.97287 381.2863  132.77562];F;Greta_Gerwig;F;630;3860;1380;3120;[313.9112, 52.97287, 381.2863, 132.77562];313.9112
FrancesHa-38521.jpeg;[346.0567   76.19898 444.74323 197.61172];F;Greta_Gerwig;F;920;4380;1990;3300;[346.0567, 76.19898, 444.74323, 197.61172];346.0567
FrancesHa-39021.jpeg;[363.71994   61.644783 456.4638   182.6643  ];F;Greta_Gerwig;F;680;4620;1750;3540;[363.71994, 61.644783, 456.4638, 182.6643];363.71994
FrancesHa-39136.jpeg;[319.65103  59.69377 411.45862 187.87317];M;Michael_Zegen;M;800;4260;1870;3180;[319.65103, 59.69377, 411.45862, 187.87317];319.65103
FrancesHa-39299.jpeg;[305.00232   56.440037 396.8286   177.94827 ];M;Michael_Zegen;M;860;3940;1760;3050;[305.00232, 56.440037, 396.8286, 177.94827];305.00232
FrancesHa-40171.jpeg;[306.4806    51.866947 383.82755  147.4198  ];M;Greta_Gerwig;F;630;3780;1380;3030;[306.4806, 51.866947, 383.82755, 147.4198];306.4806
FrancesHa-40386.jpeg;[301.6853   48.76606 373.85336 144.94395];M;Greta_Gerwig;F;630;3700;1380;2950;[301.6853, 48.76606, 373.85336, 144.94395];301.6853
FrancesHa-47773.jpeg;[377.47372  51.42808 439.8473  136.71233];F;Greta_Gerwig;F;550;4360;1300;3610;[377.47372, 51.42808, 439.8473, 136.71233];377.47372
FrancesHa-49286.jpeg;[363.4664   85.13455 450.23532 209.73508];M;Patrick_Heusinger;M;320;2820;1400;1750;[363.4664, 85.13455, 450.23532, 209.73508];363.4664
FrancesHa-49575.jpeg;[176.1813   58.6037  278.85138 201.30005];M;Greta_Gerwig;F;670;3110;1960;1820;[176.1813, 58.6037, 278.85138, 201.30005];176.1813
FrancesHa-51428.jpeg;[321.62692   30.341484 393.28122  131.63571 ];M;Greta_Gerwig;F;470;4030;1210;3280;[321.62692, 30.341484, 393.28122, 131.63571];321.62692
FrancesHa-51965.jpeg;[458.32822   53.736565 533.2153   153.4023  ];M;Mickey_Sumner;F;800;3530;1550;2780;[458.32822, 53.736565, 533.2153, 153.4023];458.32822
FrancesHa-53834.jpeg;[485.79013   92.403824 576.7487   211.84575 ];M;Greta_Gerwig;F;1040;5930;2110;4850;[485.79013, 92.403824, 576.7487, 211.84575];485.79013
FrancesHa-56581.jpeg;[168.3317   66.17654 245.04747 169.76332];M;Michael_Zegen;M;760;2450;1660;1550;[168.3317, 66.17654, 245.04747, 169.76332];168.3317
FrancesHa-56728.jpeg;[253.70306  78.30616 332.0167  172.44571];M;Michael_Zegen;M;960;3280;1710;2540;[253.70306, 78.30616, 332.0167, 172.44571];253.70306
FrancesHa-59565.jpeg;[538.3451    82.526794 626.20966  165.33781 ];M;Greta_Gerwig;F;720;3030;1460;2290;[538.3451, 82.526794, 626.20966, 165.33781];538.3451
FrancesHa-65445.jpeg;[418.66705  76.86536 477.44778 156.7662 ];F;Greta_Gerwig;F;800;4780;1550;4030;[418.66705, 76.86536, 477.44778, 156.7662];418.66705
FrancesHa-65597.jpeg;[478.48364  74.11876 540.3099  155.74823];F;Greta_Gerwig;F;800;5520;1550;4780;[478.48364, 74.11876, 540.3099, 155.74823];478.48364
FrancesHa-66097.jpeg;[480.93048  79.71796 546.2211  165.69543];M;Greta_Gerwig;F;940;5360;1560;4740;[480.93048, 79.71796, 546.2211, 165.69543];480.93048
FrancesHa-66234.jpeg;[549.5872    54.862587 583.6413   112.358665];M;Greta_Gerwig;F;580;2770;940;2410;[549.5872, 54.862587, 583.6413, 112.358665];549.5872
FrancesHa-67193.jpeg;[472.63788  71.56816 539.4331  156.42882];M;Greta_Gerwig;F;880;5520;1630;4780;[472.63788, 71.56816, 539.4331, 156.42882];472.63788
FrancesHa-67443.jpeg;[475.34155   62.748585 536.1673   147.87434 ];F;Greta_Gerwig;F;720;5360;1460;4610;[475.34155, 62.748585, 536.1673, 147.87434];475.34155
FrancesHa-67532.jpeg;[455.21487  88.98706 517.79626 168.9277 ];F;Greta_Gerwig;F;960;5190;1710;4440;[455.21487, 88.98706, 517.79626, 168.9277];455.21487
FrancesHa-67768.jpeg;[463.73947  73.29958 524.4707  161.14452];M;Greta_Gerwig;F;800;5360;1550;4610;[463.73947, 73.29958, 524.4707, 161.14452];463.73947
FrancesHa-68029.jpeg;[449.78214   55.387047 508.48077  136.80786 ];F;Greta_Gerwig;F;730;5150;1350;4530;[449.78214, 55.387047, 508.48077, 136.80786];449.78214
FrancesHa-68161.jpeg;[450.1988   66.94702 509.44028 152.4263 ];F;Greta_Gerwig;F;800;5270;1550;4530;[450.1988, 66.94702, 509.44028, 152.4263];450.1988
FrancesHa-68729.jpeg;[441.67273   78.024506 500.36005  160.77628 ];F;Greta_Gerwig;F;880;5020;1630;4280;[441.67273, 78.024506, 500.36005, 160.77628];441.67273
FrancesHa-69211.jpeg;[223.97977  56.75129 337.76163 219.54129];F;Greta_Gerwig;F;820;3680;2110;2390;[223.97977, 56.75129, 337.76163, 219.54129];223.97977
FrancesHa-69628.jpeg;[299.89557  82.18406 427.40222 257.88577];M;Greta_Gerwig;F;1100;4250;2390;2960;[299.89557, 82.18406, 427.40222, 257.88577];299.89557
FrancesHa-69781.jpeg;[465.18472   55.269722 520.1661   132.74768 ];M;Greta_Gerwig;F;800;2320;1420;1700;[465.18472, 55.269722, 520.1661, 132.74768];465.18472
FrancesHa-70848.jpeg;[198.2775    55.682404 317.5083   220.34561 ];F;Greta_Gerwig;F;810;3390;2360;1840;[198.2775, 55.682404, 317.5083, 220.34561];198.2775
FrancesHa-71471.jpeg;[319.30798  68.75201 437.55383 220.73926];F;Greta_Gerwig;F;820;4400;2110;3110;[319.30798, 68.75201, 437.55383, 220.73926];319.30798
FrancesHa-71971.jpeg;[316.64548  48.90811 431.59546 200.77536];F;Greta_Gerwig;F;670;4250;1960;2960;[316.64548, 48.90811, 431.59546, 200.77536];316.64548
FrancesHa-72525.jpeg;[315.14606   53.850693 431.49805  212.07602 ];F;Greta_Gerwig;F;670;4250;1960;2960;[315.14606, 53.850693, 431.49805, 212.07602];315.14606
FrancesHa-72775.jpeg;[313.63928   33.466705 428.47272  189.14844 ];F;Greta_Gerwig;F;530;4250;1820;2960;[313.63928, 33.466705, 428.47272, 189.14844];313.63928
FrancesHa-73275.jpeg;[320.01184  55.41117 439.6615  212.52113];F;Greta_Gerwig;F;820;4400;2110;3110;[320.01184, 55.41117, 439.6615, 212.52113];320.01184
FrancesHa-75031.jpeg;[256.19708  60.72789 348.16483 187.83017];M;Greta_Gerwig;F;800;3660;1870;2590;[256.19708, 60.72789, 348.16483, 187.83017];256.19708
FrancesHa-75170.jpeg;[242.78702  62.22518 335.9945  193.61096];F;Greta_Gerwig;F;800;3540;1870;2470;[242.78702, 62.22518, 335.9945, 193.61096];242.78702
FrancesHa-75451.jpeg;[178.98921   47.706055 271.08295  180.58069 ];M;Greta_Gerwig;F;680;2940;1750;1870;[178.98921, 47.706055, 271.08295, 180.58069];178.98921
FrancesHa-75572.jpeg;[176.55312   53.328552 267.3753   176.1578  ];M;Greta_Gerwig;F;680;2820;1750;1750;[176.55312, 53.328552, 267.3753, 176.1578];176.55312
FrancesHa-75697.jpeg;[194.87581   64.250626 280.94666  188.58347 ];M;Greta_Gerwig;F;800;2940;1870;1870;[194.87581, 64.250626, 280.94666, 188.58347];194.87581
FrancesHa-75907.jpeg;[244.13574   48.584003 334.98328  171.18687 ];F;Greta_Gerwig;F;680;3540;1750;2470;[244.13574, 48.584003, 334.98328, 171.18687];244.13574
FrancesHa-76332.jpeg;[200.51613   29.368858 291.13788  160.76894 ];F;Greta_Gerwig;F;440;3060;1520;1990;[200.51613, 29.368858, 291.13788, 160.76894];200.51613
FrancesHa-7641.jpeg;[333.31403   39.222363 388.85873  115.83507 ];M;Greta_Gerwig;F;530;3910;1150;3280;[333.31403, 39.222363, 388.85873, 115.83507];333.31403
FrancesHa-80148.jpeg;[196.92953  73.91406 253.6289  158.8112 ];M;Greta_Gerwig;F;870;2590;1490;1970;[196.92953, 73.91406, 253.6289, 158.8112];196.92953
FrancesHa-80556.jpeg;[249.8696    50.29431  288.38336   98.673294];F;Greta_Gerwig;F;550;2950;980;2520;[249.8696, 50.29431, 288.38336, 98.673294];249.8696
FrancesHa-8179.jpeg;[353.93872  49.8825  408.6606  122.44739];M;Greta_Gerwig;F;590;4180;1220;3560;[353.93872, 49.8825, 408.6606, 122.44739];353.93872
FrancesHa-83253.jpeg;[292.5192   54.29274 402.1736  211.24051];F;Greta_Gerwig;F;670;3970;1960;2680;[292.5192, 54.29274, 402.1736, 211.24051];292.5192
FrancesHa-84635.jpeg;[310.9917    44.583702 422.36276  207.67947 ];F;Greta_Gerwig;F;670;4110;1960;2820;[310.9917, 44.583702, 422.36276, 207.67947];310.9917
FrancesHa-88992.jpeg;[165.53761   45.751522 246.6604   153.29962 ];F;Greta_Gerwig;F;660;2550;1560;1650;[165.53761, 45.751522, 246.6604, 153.29962];165.53761
FrancesHa-89965.jpeg;[183.04228   35.871834 260.9873   148.12442 ];F;Greta_Gerwig;F;560;2750;1460;1850;[183.04228, 35.871834, 260.9873, 148.12442];183.04228
FrancesHa-90131.jpeg;[176.60907   36.140697 259.7741   146.80685 ];F;Greta_Gerwig;F;560;2650;1460;1750;[176.60907, 36.140697, 259.7741, 146.80685];176.60907
FrancesHa-90367.jpeg;[170.68019   44.688313 251.05173  150.57838 ];F;Greta_Gerwig;F;560;2550;1460;1650;[170.68019, 44.688313, 251.05173, 150.57838];170.68019
FrancesHa-94067.jpeg;[321.0044    83.024574 396.70148  175.77747 ];M;Greta_Gerwig;F;960;3950;1710;3200;[321.0044, 83.024574, 396.70148, 175.77747];321.0044
FrancesHa-94108.jpeg;[311.7968   82.14152 386.22766 176.21674];M;Greta_Gerwig;F;960;3860;1710;3120;[311.7968, 82.14152, 386.22766, 176.21674];311.7968
FrancesHa-96914.jpeg;[290.73358   48.415802 408.90393  215.13652 ];M;Greta_Gerwig;F;820;4110;2110;2820;[290.73358, 48.415802, 408.90393, 215.13652];290.73358
FrancesHa-98469.jpeg;[317.2272    49.958305 440.11377  203.13512 ];M;Greta_Gerwig;F;800;4260;1870;3180;[317.2272, 49.958305, 440.11377, 203.13512];317.2272
FrancesHa-99851.jpeg;[543.96234 138.45251 557.87427 157.16492];M;Greta_Gerwig;F;560;4970;1630;3900;[543.96234, 138.45251, 557.87427, 157.16492];543.96234
GoodFortune-118073.jpeg;[392.17026  42.26212 523.47955 248.90349];M;Keanu_Reeves;M;810;5280;2360;3730;[392.17026, 42.26212, 523.47955, 248.90349];392.17026
GoodFortune-121018.jpeg;[210.09418   48.794582 350.758    239.9867  ];M;Aziz_Ansari;M;570;3860;2420;2010;[210.09418, 48.794582, 350.758, 239.9867];210.09418
GoodFortune-15280.jpeg;[295.3191   48.38788 432.67438 263.90274];M;Keanu_Reeves;M;810;4250;2360;2700;[295.3191, 48.38788, 432.67438, 263.90274];295.3191
GoodFortune-18064.jpeg;[186.32867   55.959236 286.38477  172.46407 ];M;Aziz_Ansari;M;680;2940;1750;1870;[186.32867, 55.959236, 286.38477, 172.46407];186.32867
GoodFortune-19907.jpeg;[222.28998   59.973316 305.4178   173.89964 ];M;Aziz_Ansari;M;760;3050;1660;2150;[222.28998, 59.973316, 305.4178, 173.89964];222.28998
GoodFortune-20098.jpeg;[210.44817   57.110172 293.0407   168.4728  ];M;Aziz_Ansari;M;760;2950;1660;2050;[210.44817, 57.110172, 293.0407, 168.4728];210.44817
GoodFortune-33106.jpeg;[249.68573   22.123133 447.31097  278.74658 ];M;Aziz_Ansari;M;680;4640;2910;2410;[249.68573, 22.123133, 447.31097, 278.74658];249.68573
GoodFortune-34260.jpeg;[228.57268  -53.273827 484.25375  293.12967 ];M;Aziz_Ansari;M;230;4680;2900;2000;[228.57268, -53.273827, 484.25375, 293.12967];228.57268
GoodFortune-41730.jpeg;[453.76492 114.95698 530.6051  222.81985];F;Keanu_Reeves;M;560;2550;1460;1650;[453.76492, 114.95698, 530.6051, 222.81985];453.76492
GoodFortune-42172.jpeg;[439.1196  111.08794 513.1433  211.27153];M;Keanu_Reeves;M;560;2750;1460;1850;[439.1196, 111.08794, 513.1433, 211.27153];439.1196
GoodFortune-4561.jpeg;[380.48254   33.805367 465.8326   140.21127 ];F;Aditya_Geddada;M;320;4620;1400;3540;[380.48254, 33.805367, 465.8326, 140.21127];380.48254
GoodFortune-51055.jpeg;[296.97507   34.599754 376.83875  146.41264 ];M;Aziz_Ansari;M;560;3840;1460;2950;[296.97507, 34.599754, 376.83875, 146.41264];296.97507
GoodFortune-51277.jpeg;[539.3913  -78.32112 644.02     96.72137];M;Aziz_Ansari;M;360;3740;1260;2850;[539.3913, -78.32112, 644.02, 96.72137];539.3913
GoodFortune-55921.jpeg;[252.19333   37.828842 358.4854   183.8763  ];M;Aziz_Ansari;M;680;3540;1750;2470;[252.19333, 37.828842, 358.4854, 183.8763];252.19333
GoodFortune-59993.jpeg;[279.3603    44.730778 371.1096   187.33469 ];M;Keanu_Reeves;M;800;3780;1870;2700;[279.3603, 44.730778, 371.1096, 187.33469];279.3603
GoodFortune-63699.jpeg;[228.27267  31.80722 306.72046 161.1769 ];M;Keanu_Reeves;M;560;3050;1460;2150;[228.27267, 31.80722, 306.72046, 161.1769];228.27267
GoodFortune-95373.jpeg;[311.6152   63.41582 443.4855  241.54385];F;Blanca_Araceli;F;810;4590;2360;3040;[311.6152, 63.41582, 443.4855, 241.54385];311.6152
Gravity-101993.jpeg;[521.9292   71.57759 646.30554 211.56882];M;Sandra_Bullock;F;920;6170;1990;5090;[521.9292, 71.57759, 646.30554, 211.56882];521.9292
Gravity-103422.jpeg;[467.88065   56.218933 595.97955  202.91624 ];M;Sandra_Bullock;F;800;5690;1870;4620;[467.88065, 56.218933, 595.97955, 202.91624];467.88065
Gravity-103672.jpeg;[480.43393   52.178635 598.4854   212.18587 ];M;Sandra_Bullock;F;820;5830;2110;4540;[480.43393, 52.178635, 598.4854, 212.18587];480.43393
Gravity-104295.jpeg;[555.2243  131.28539 659.91327 243.51196];M;Sandra_Bullock;F;1400;6410;2470;5330;[555.2243, 131.28539, 659.91327, 243.51196];555.2243
Gravity-104545.jpeg;[572.7653   97.35673 676.74146 230.93394];M;Sandra_Bullock;F;1160;6530;2230;5450;[572.7653, 97.35673, 676.74146, 230.93394];572.7653
Gravity-64705.jpeg;[492.7613   97.90676 626.7716  262.206  ];M;Sandra_Bullock;F;1160;6310;2700;4760;[492.7613, 97.90676, 626.7716, 262.206];492.7613
Gravity-71621.jpeg;[250.88463 103.65134 368.3796  254.05441];M;Sandra_Bullock;F;1400;3780;2470;2700;[250.88463, 103.65134, 368.3796, 254.05441];250.88463
Gravity-82333.jpeg;[450.2359   81.62022 578.0527  261.26352];F;Sandra_Bullock;F;1100;5540;2390;4250;[450.2359, 81.62022, 578.0527, 261.26352];450.2359
Gravity-96304.jpeg;[401.88318  76.94157 460.36426 153.94984];M;George_Clooney;M;800;4530;1420;3910;[401.88318, 76.94157, 460.36426, 153.94984];401.88318
Gravity-98304.jpeg;[539.0841   75.60103 636.1828  216.24112];M;Sandra_Bullock;F;960;3250;1860;2350;[539.0841, 75.60103, 636.1828, 216.24112];539.0841
Gravity-98804.jpeg;[686.65314    7.018998 837.0932   209.1452  ];M;Sandra_Bullock;F;1680;3250;2970;1960;[686.65314, 7.018998, 837.0932, 209.1452];686.65314
Her-102154.jpeg;[302.74066   26.435755 492.25427  272.0303  ];M;Joaquin_Phoenix;M;430;4890;2660;2660;[302.74066, 26.435755, 492.25427, 272.0303];302.74066
Her-10470.jpeg;[212.2623    26.429325 415.01196  299.32678 ];F;Joaquin_Phoenix;M;680;4390;2910;2160;[212.2623, 26.429325, 415.01196, 299.32678];212.2623
Her-105135.jpeg;[182.88356   30.668558 373.82938  286.30698 ];M;Joaquin_Phoenix;M;430;4140;2660;1910;[182.88356, 30.668558, 373.82938, 286.30698];182.88356
Her-126453.jpeg;[305.06454  63.1843  360.08594 141.72786];M;Joaquin_Phoenix;M;730;3490;1350;2870;[305.06454, 63.1843, 360.08594, 141.72786];305.06454
Her-127203.jpeg;[304.46625   54.754272 443.23392  236.03925 ];M;Joaquin_Phoenix;M;810;4250;2360;2700;[304.46625, 54.754272, 443.23392, 236.03925];304.46625
Her-127703.jpeg;[253.21616    -1.5242969 507.48672   336.2963   ];M;Joaquin_Phoenix;M;520;4980;3200;2300;[253.21616, -1.5242969, 507.48672, 336.2963];253.21616
Her-128508.jpeg;[261.48398  -32.493073 526.5912   306.48483 ];M;Joaquin_Phoenix;M;0;5260;3130;2050;[261.48398, -32.493073, 526.5912, 306.48483];261.48398
Her-128758.jpeg;[262.3725   -51.127598 530.74884  309.20728 ];M;Joaquin_Phoenix;M;0;5260;3130;2050;[262.3725, -51.127598, 530.74884, 309.20728];262.3725
Her-129008.jpeg;[256.24588 -49.53519 521.74207 304.10065];M;Joaquin_Phoenix;M;0;5260;3130;2050;[256.24588, -49.53519, 521.74207, 304.10065];256.24588
Her-129258.jpeg;[263.46362  -50.673653 523.46387  300.626   ];M;Joaquin_Phoenix;M;0;5260;3130;2050;[263.46362, -50.673653, 523.46387, 300.626];263.46362
Her-129508.jpeg;[250.89085 -46.03952 508.95377 297.42627];M;Joaquin_Phoenix;M;0;4680;2600;2000;[250.89085, -46.03952, 508.95377, 297.42627];250.89085
Her-130180.jpeg;[181.53654   26.024096 353.41812  236.04216 ];M;Joaquin_Phoenix;M;360;3450;2220;1590;[181.53654, 26.024096, 353.41812, 236.04216];181.53654
Her-137324.jpeg;[196.8222    29.742952 378.1881   277.08292 ];M;Joaquin_Phoenix;M;430;4140;2660;1910;[196.8222, 29.742952, 378.1881, 277.08292];196.8222
Her-152111.jpeg;[242.09315    6.964203 421.8489   270.35773 ];M;Joaquin_Phoenix;M;770;4280;2630;2420;[242.09315, 6.964203, 421.8489, 270.35773];242.09315
Her-164835.jpeg;[137.70201   37.006966 267.31744  221.57747 ];M;Joaquin_Phoenix;M;640;2870;2190;1320;[137.70201, 37.006966, 267.31744, 221.57747];137.70201
Her-164973.jpeg;[159.18385   54.887894 287.77426  233.03497 ];M;Joaquin_Phoenix;M;810;3220;2360;1670;[159.18385, 54.887894, 287.77426, 233.03497];159.18385
Her-165073.jpeg;[375.81683   62.791965 505.6796   247.05183 ];F;Amy_Adams;F;810;4940;2360;3390;[375.81683, 62.791965, 505.6796, 247.05183];375.81683
Her-165150.jpeg;[138.52603  49.51602 268.322   224.98651];M;Joaquin_Phoenix;M;820;2820;2110;1530;[138.52603, 49.51602, 268.322, 224.98651];138.52603
Her-167860.jpeg;[230.27744  54.44672 339.8029  209.60367];M;Joaquin_Phoenix;M;820;3540;2110;2250;[230.27744, 54.44672, 339.8029, 209.60367];230.27744
Her-36233.jpeg;[314.0742  152.17693 402.72327 260.1806 ];F;Rooney_Mara;F;1660;3840;2550;2950;[314.0742, 152.17693, 402.72327, 260.1806];314.0742
Her-46762.jpeg;[421.0357    64.580864 488.68088  161.68105 ];F;Olivia_Wilde;F;880;4860;1630;4110;[421.0357, 64.580864, 488.68088, 161.68105];421.0357
Her-47926.jpeg;[352.76746   44.130836 491.0537   224.53589 ];F;Olivia_Wilde;F;640;4760;2190;3220;[352.76746, 44.130836, 491.0537, 224.53589];352.76746
Her-49298.jpeg;[372.7837   48.60968 514.6608  244.42027];F;Olivia_Wilde;F;810;5110;2360;3560;[372.7837, 48.60968, 514.6608, 244.42027];372.7837
Her-54455.jpeg;[303.06552  48.78442 464.002   298.26984];F;Olivia_Wilde;F;980;4690;2840;2830;[303.06552, 48.78442, 464.002, 298.26984];303.06552
Her-5713.jpeg;[458.29367  38.09088 771.2291  440.57013];F;Joaquin_Phoenix;M;980;4280;2840;2420;[458.29367, 38.09088, 771.2291, 440.57013];458.29367
Her-71023.jpeg;[198.7601    16.289112 374.26492  256.5072  ];M;Joaquin_Phoenix;M;430;4140;2660;1910;[198.7601, 16.289112, 374.26492, 256.5072];198.7601
Her-71433.jpeg;[181.60736   18.401379 344.8071   238.18257 ];F;Rooney_Mara;F;360;3860;2220;2010;[181.60736, 18.401379, 344.8071, 238.18257];181.60736
Her-71613.jpeg;[324.99356   49.548283 439.34973  200.5911  ];F;Rooney_Mara;F;670;4540;1960;3250;[324.99356, 49.548283, 439.34973, 200.5911];324.99356
Her-71921.jpeg;[171.46622    -7.2839994 367.63052   250.21945  ];M;Joaquin_Phoenix;M;190;4140;2420;1910;[171.46622, -7.2839994, 367.63052, 250.21945];171.46622
Her-72056.jpeg;[277.8222   26.49767 387.32086 170.6956 ];M;Joaquin_Phoenix;M;390;4110;1680;2820;[277.8222, 26.49767, 387.32086, 170.6956];277.8222
Her-73060.jpeg;[185.17601   21.979479 353.84283  248.72357 ];M;Joaquin_Phoenix;M;570;3860;2420;2010;[185.17601, 21.979479, 353.84283, 248.72357];185.17601
Her-76450.jpeg;[303.8053    70.042854 440.84497  263.3082  ];F;Amy_Adams;F;1160;4420;2700;2870;[303.8053, 70.042854, 440.84497, 263.3082];303.8053
Her-76760.jpeg;[354.21683   41.234226 473.1794   205.82837 ];F;Amy_Adams;F;670;4680;1960;3390;[354.21683, 41.234226, 473.1794, 205.82837];354.21683
Her-77148.jpeg;[149.27602   56.718407 278.64227  231.69063 ];M;Joaquin_Phoenix;M;960;2820;2250;1530;[149.27602, 56.718407, 278.64227, 231.69063];149.27602
Her-77323.jpeg;[157.2887    48.842667 280.42322  215.99431 ];M;Joaquin_Phoenix;M;640;3040;2190;1500;[157.2887, 48.842667, 280.42322, 215.99431];157.2887
Her-93398.jpeg;[372.90445  84.72456 519.53546 270.46277];F;Rooney_Mara;F;1180;5310;3040;3450;[372.90445, 84.72456, 519.53546, 270.46277];372.90445
KnivesOut-102953.jpeg;[479.07352 163.11313 516.5637  214.84782];F;Daniel_Craig;M;680;2700;1750;1630;[479.07352, 163.11313, 516.5637, 214.84782];479.07352
KnivesOut-14690.jpeg;[512.719     42.206924 535.72577   73.514755];M;Lakeith_Stanfield;M;1010;2800;1630;2180;[512.719, 42.206924, 535.72577, 73.514755];512.719
KnivesOut-158386.jpeg;[198.35574   56.993942 292.68365  188.45013 ];M;Lakeith_Stanfield;M;530;2960;1820;1670;[198.35574, 56.993942, 292.68365, 188.45013];198.35574
KnivesOut-16000.jpeg;[431.80356  124.917404 459.25568  158.32047 ];M;Lakeith_Stanfield;M;820;3250;2110;1960;[431.80356, 124.917404, 459.25568, 158.32047];431.80356
KnivesOut-164756.jpeg;[291.4417   18.49115 490.39465 276.49774];M;Daniel_Craig;M;430;4890;2660;2660;[291.4417, 18.49115, 490.39465, 276.49774];291.4417
KnivesOut-169564.jpeg;[269.4086    53.373463 353.81146  176.51399 ];M;Lakeith_Stanfield;M;860;3640;1760;2750;[269.4086, 53.373463, 353.81146, 176.51399];269.4086
KnivesOut-18206.jpeg;[215.54521  68.4058  338.0599  230.90105];M;Lakeith_Stanfield;M;960;3390;2250;2100;[215.54521, 68.4058, 338.0599, 230.90105];215.54521
KnivesOut-21200.jpeg;[217.27316  42.59473 294.07733 147.14958];M;Daniel_Craig;M;560;3050;1460;2150;[217.27316, 42.59473, 294.07733, 147.14958];217.27316
KnivesOut-21702.jpeg;[232.60506   45.383163 319.18384  162.21877 ];M;Daniel_Craig;M;660;3250;1560;2350;[232.60506, 45.383163, 319.18384, 162.21877];232.60506
KnivesOut-30261.jpeg;[191.82388  15.8311  397.29626 307.96063];M;Daniel_Craig;M;680;4140;2910;1910;[191.82388, 15.8311, 397.29626, 307.96063];191.82388
KnivesOut-31796.jpeg;[201.26657   61.677017 362.0656   293.33536 ];M;Daniel_Craig;M;980;3860;2840;2010;[201.26657, 61.677017, 362.0656, 293.33536];201.26657
KnivesOut-37166.jpeg;[229.7969      3.4488068 484.82568   303.19525  ];M;Daniel_Craig;M;230;4680;2900;2000;[229.7969, 3.4488068, 484.82568, 303.19525];229.7969
KnivesOut-46307.jpeg;[245.08284  64.61819 362.02893 233.30206];M;Lakeith_Stanfield;M;960;3820;2250;2530;[245.08284, 64.61819, 362.02893, 233.30206];245.08284
KnivesOut-65281.jpeg;[291.41898   32.694115 367.02945  141.07927 ];M;Daniel_Craig;M;460;3640;1360;2750;[291.41898, 32.694115, 367.02945, 141.07927];291.41898
KnivesOut-65601.jpeg;[294.2811    38.766808 398.56268  188.55232 ];M;Daniel_Craig;M;530;3970;1820;2680;[294.2811, 38.766808, 398.56268, 188.55232];294.2811
KnivesOut-66371.jpeg;[295.29108   29.497444 451.5489   253.05046 ];M;Daniel_Craig;M;570;4480;2420;2620;[295.29108, 29.497444, 451.5489, 253.05046];295.29108
KnivesOut-66580.jpeg;[302.43265   33.077484 455.44046  251.1709  ];M;Daniel_Craig;M;810;4420;2360;2870;[302.43265, 33.077484, 455.44046, 251.1709];302.43265
KnivesOut-6807.jpeg;[250.85742  33.984   445.0339  301.734  ];F;Ana_de_Armas;F;680;4890;2910;2660;[250.85742, 33.984, 445.0339, 301.734];250.85742
KnivesOut-88773.jpeg;[230.95164   34.095818 361.6365   212.44376 ];M;Daniel_Craig;M;640;3730;2190;2180;[230.95164, 34.095818, 361.6365, 212.44376];230.95164
KnivesOut-9089.jpeg;[457.26926 123.01596 484.09668 155.31685];M;Lakeith_Stanfield;M;960;3390;2250;2100;[457.26926, 123.01596, 484.09668, 155.31685];457.26926
KnivesOut-94537.jpeg;[376.13785   37.482857 458.4966   148.61458 ];M;Daniel_Craig;M;440;4620;1520;3540;[376.13785, 37.482857, 458.4966, 148.61458];376.13785
MoonriseKingdom-104001.jpeg;[719.93805 166.57777 767.89185 229.2032 ];M;Kara_Hayward;F;2130;3530;2870;2780;[719.93805, 166.57777, 767.89185, 229.2032];719.93805
MoonriseKingdom-108751.jpeg;[378.83154 129.07079 587.09174 359.2039 ];M;Jared_Gilman;M;1420;5880;3650;3650;[378.83154, 129.07079, 587.09174, 359.2039];378.83154
MoonriseKingdom-119001.jpeg;[945.4101  184.93417 971.8282  214.29613];M;Frances_McDormand;F;1960;4680;3250;3390;[945.4101, 184.93417, 971.8282, 214.29613];945.4101
MoonriseKingdom-125251.jpeg;[494.313    49.91135 587.24536 179.34624];M;Frances_McDormand;F;2700;4420;4250;2870;[494.313, 49.91135, 587.24536, 179.34624];494.313
MoonriseKingdom-129251.jpeg;[384.11624  37.97494 522.1112  213.11502];F;Kara_Hayward;F;640;5280;2190;3730;[384.11624, 37.97494, 522.1112, 213.11502];384.11624
MoonriseKingdom-26001.jpeg;[ 276.4483  -136.99895  761.6827   505.7075 ];F;Kara_Hayward;F;0;7880;5400;2330;[276.4483, -136.99895, 761.6827, 505.7075];276.4483
MoonriseKingdom-28501.jpeg;[409.70203 100.309   578.6756  308.1916 ];F;Jared_Gilman;M;1180;5930;3040;4070;[409.70203, 100.309, 578.6756, 308.1916];409.70203
MoonriseKingdom-37001.jpeg;[618.0608    51.448402 677.04376  125.71969 ];M;Kara_Hayward;F;590;6670;1220;6050;[618.0608, 51.448402, 677.04376, 125.71969];618.0608
